1.0 [Titulo:Final Fantasy VII: Remake ; Preco:R$ 188,91; plataforma:ps4; genero:rpg ; Url:http://www.fastgames.com.br; Doc:000 ]
52.0 [Titulo:Micro Machines World Series ; Preco:R$ 134,91; plataforma:xbox one; genero:corrida ; Url:http://www.fastgames.com.br/micro-machines-world-series-pre-venda-xbox-one-pr-13519-187970.htm; Doc:057 ]
53.0 [Titulo:Star Wars Battlefront II ; Preco:R$ 197,91; plataforma:ps4; genero:fps,tiro ; Url:http://www.fastgames.com.br/star-wars-battlefront-ii-pre-venda-ps4-pr-13201-187970.htm; Doc:058 ]
54.0 [Titulo:Agents of Mayhem ; Preco:R$ 197,91; plataforma:xbox one; genero:acao,aventura ; Url:http://www.fastgames.com.br/agents-of-mayhem-pre-venda-xbox-one-pr-12635-187970.htm; Doc:059 ]
55.0 [Titulo:Tumblestone ; Preco:R$ 134,91; plataforma:wii u; genero:estrategia ; Url:http://www.fastgames.com.br/tumblestone-wii-u-pr-12403-187970.htm; Doc:060 ]
56.0 [Titulo:Dead Rising ; Preco:R$ 71,91; plataforma:xbox one; genero:terror,survival ; Url:http://www.fastgames.com.br/dead-rising-xbox-one-pr-12031-187970.htm; Doc:061 ]
57.0 [Titulo:Days Gone ; Preco:R$ 179,91; plataforma:ps4; genero:aventura ; Url:http://www.fastgames.com.br/days-gone-pre-venda-ps4-pr-11731-187970.htm; Doc:062 ]
58.0 [Titulo:Stardew Valley: Collectors Edition ; Preco:R$ 143,91; plataforma:xbox one; genero:aventura ; Url:http://www.fastgames.com.br/stardew-valley-collectors-edition-xbox-one-pr-13269-187970.htm; Doc:063 ]
59.0 [Titulo:Road Rage ; Preco:R$ 179,91; plataforma:xbox one; genero:acao ; Url:http://www.fastgames.com.br/road-rage-pre-venda-xbox-one-pr-12565-187970.htm; Doc:064 ]
60.0 [Titulo:XCOM 2 ; Preco:R$ 206,91; plataforma:ps4; genero:estrategia ; Url:http://www.fastgames.com.br/xcom-2-ps4-pr-11959-187970.htm; Doc:065 ]
61.0 [Titulo:Digimon Story Cyber Sleuth: Hackers Memory ; Preco:R$ 197,91; plataforma:ps4; genero:aventura ; Url:http://www.fastgames.com.br/digimon-story-cyber-sleuth-hackers-memory-pre-venda-ps4-pr-13407-187970.htm; Doc:066 ]
62.0 [Titulo:Agatha Christie: The ABC Murders ; Preco:R$ 152,91; plataforma:xbox one; genero:aventura ; Url:http://www.fastgames.com.br/agatha-christie-the-abc-murders-xbox-one-pr-13491-187970.htm; Doc:067 ]
63.0 [Titulo:Styx: Shards of Darkness ; Preco:R$ 170,91; plataforma:ps4; genero:aventura ; Url:http://www.fastgames.com.br/styx-shards-of-darkness-ps4-pr-12773-187970.htm; Doc:068 ]
64.0 [Titulo:Resident Evil: Revelations ; Preco:R$ 116,91; plataforma:xbox one; genero:acao ; Url:http://www.fastgames.com.br/resident-evil-revelations-pre-venda-xbox-one-pr-13411-187970.htm; Doc:069 ]
65.0 [Titulo:Injustice 2 ; Preco:R$ 202,41; plataforma:ps4; genero:luta ; Url:http://www.fastgames.com.br/injustice-2-ps4-pr-11711-187970.htm; Doc:070 ]
66.0 [Titulo:Destiny 2 ; Preco:R$ 197,91; plataforma:xbox one; genero:fps,tiro ; Url:http://www.fastgames.com.br/destiny-2-pre-venda-xbox-one-pr-12905-187970.htm; Doc:071 ]
67.0 [Titulo:The Jackbox Party Pack ; Preco:R$ 71,91; plataforma:xbox one; genero:party ; Url:http://www.fastgames.com.br/the-jackbox-party-pack-xbox-one-pr-10581-187970.htm; Doc:072 ]
68.0 [Titulo:Ni No Kuni II: Revenant Kingdom ; Preco:R$ 197,91; plataforma:ps4; genero:rpg ; Url:http://www.fastgames.com.br/ni-no-kuni-ii-revenant-kingdom-pre-venda-ps4-pr-12665-187970.htm; Doc:073 ]
69.0 [Titulo:7 Days to Die ; Preco:R$ 143,91; plataforma:ps4; genero:survival,terror ; Url:http://www.fastgames.com.br/ps4-ct-122-187970.htm; Doc:074 ]
70.0 [Titulo:Carros 3: Correndo Para Vencer ; Preco:R$ 170,91; plataforma:ps4; genero:corrida,aventura ; Url:http://www.fastgames.com.br/carros-3-correndo-para-vencer-ps4-pr-13223-187970.htm; Doc:075 ]
71.0 [Titulo:Naruto Shippuden: Ultimate Ninja Storm Legacy ; Preco:R$ 197,91; plataforma:xbox one; genero:luta ; Url:http://www.fastgames.com.br/naruto-shippuden-ultimate-ninja-storm-legacy-pre-venda-xbox-one-pr-13415-187970.htm; Doc:076 ]
72.0 [Titulo:Exist Archive: The Other Side of The Sky ; Preco:R$ 260,91; plataforma:ps4; genero:rpg ; Url:http://www.fastgames.com.br/exist-archive-the-other-side-of-the-sky-ps4-pr-12383-187970.htm; Doc:077 ]
73.0 [Titulo:Batman: Arkham Origins ; Preco:R$ 26,91; plataforma:pc; genero:acao,aventura,stealth ; Url:http://www.fastgames.com.br/batman-arkham-origins-pc-pr-7055-187970.htm; Doc:078 ]
74.0 [Titulo:Dishonored 2 ; Preco:R$ 143,91; plataforma:xbox one; genero:acao ; Url:http://www.fastgames.com.br/dishonored-2-xbox-one-pr-10851-187970.htm; Doc:079 ]
75.0 [Titulo:FlatOut 4: Total Insanity ; Preco:R$ 224,91; plataforma:xbox one; genero:corrida ; Url:http://www.fastgames.com.br/flatout-4-total-insanity-xbox-one-pr-13435-187970.htm; Doc:080 ]
76.0 [Titulo:Deformers ; Preco:R$ 112,41; plataforma:xbox one; genero:aventura ; Url:http://www.fastgames.com.br/deformers-xbox-one-pr-12607-187970.htm; Doc:081 ]
77.0 [Titulo:Injustice: Gods Among Us (Ultimate Edition) ; Preco:R$ 80,91; plataforma:pc; genero:luta ; Url:http://www.fastgames.com.br/injustice-gods-among-us-ultimate-edition-pc-pr-7208-187970.htm; Doc:082 ]
78.0 [Titulo:The Jackbox Party Pack ; Preco:R$ 71,91; plataforma:ps4; genero:party ; Url:http://www.fastgames.com.br/the-jackbox-party-pack-ps4-pr-10579-187970.htm; Doc:083 ]
81.0 [Titulo:Call of Duty: Black Ops ; Preco:R$ 49,49; plataforma:pc; genero:fps,tiro ; Url:http://www.fastgames.com.br/jogos-para-pc-entrega-digital-ct-138-187970.htm; Doc:086 ]
82.0 [Titulo:Total War: WARHAMMER ; Preco:R$ 192,59; plataforma:pc; genero:acao ; Url:http://www.fastgames.com.br/total-war-warhammer-pc-midia-digital-steam-cd-key-pr-11839-187970.htm; Doc:087 ]
83.0 [Titulo:Call of Duty: WWII ; Preco:R$ 179,91; plataforma:ps4; genero:fps,tiro ; Url:http://www.fastgames.com.br/call-of-duty-wwii-pre-venda-ps4-pr-13351-187970.htm; Doc:088 ]
84.0 [Titulo:DiRT 4 ; Preco:R$ 206,91; plataforma:ps4; genero:corrida ; Url:http://www.fastgames.com.br/dirt-4-pre-venda-ps4-pr-12713-187970.htm; Doc:089 ]
85.0 [Titulo:Naruto to Boruto: Shinobi Striker ; Preco:R$ 197,91; plataforma:xbox one; genero:luta ; Url:http://www.fastgames.com.br/naruto-to-boruto-shinobi-striker-pre-venda-xbox-one-pr-13513-187970.htm; Doc:090 ]
86.0 [Titulo:LEGO Worlds ; Preco:R$ 112,41; plataforma:xbox one; genero:aventura ; Url:http://www.fastgames.com.br/lego-worlds-xbox-one-pr-12553-187970.htm; Doc:091 ]
87.0 [Titulo:Beyond Flesh and Blood ; Preco:R$ 161,91; plataforma:xbox one; genero:acao ; Url:http://www.fastgames.com.br/beyond-flesh-and-blood-pre-venda-xbox-one-pr-11767-187970.htm; Doc:092 ]
88.0 [Titulo:Earths Dawn ; Preco:R$ 143,91; plataforma:ps4; genero:acao ; Url:http://www.fastgames.com.br/earths-dawn-ps4-pr-12409-187970.htm; Doc:093 ]
89.0 [Titulo:DiRT 4 ; Preco:R$ 206,91; plataforma:xbox one; genero:corrida ; Url:http://www.fastgames.com.br/dirt-4-pre-venda-xbox-one-pr-12715-187970.htm; Doc:094 ]
90.0 [Titulo:Ghostbusters ; Preco:R$ 161,91; plataforma:xbox one; genero:aventura ; Url:http://www.fastgames.com.br/ghostbusters-xbox-one-pr-11449-187970.htm; Doc:095 ]
91.0 [Titulo:Dead Island 2 ; Preco:R$ 197,91; plataforma:ps4; genero:survival,terror ; Url:http://www.fastgames.com.br/dead-island-2-pre-venda-ps4-pr-10705-187970.htm; Doc:096 ]
92.0 [Titulo:Tekken 7 ; Preco:R$ 197,91; plataforma:xbox one; genero:luta ; Url:http://www.fastgames.com.br/tekken-7-xbox-one-pr-11823-187970.htm; Doc:097 ]
93.0 [Titulo:Deus Ex: Mankind Divided ; Preco:R$ 179,91; plataforma:xbox one; genero:acao ; Url:http://www.fastgames.com.br/deus-ex-mankind-divided-xbox-one-pr-10807-187970.htm; Doc:098 ]
94.0 [Titulo:Project CARS 2 ; Preco:R$ 197,91; plataforma:ps4; genero:corrida ; Url:http://www.fastgames.com.br/project-cars-2-pre-venda-ps4-pr-12717-187970.htm; Doc:099 ]
95.0 [Titulo:ArmaGallant: Decks of Destiny ; Preco:R$ 107,91; plataforma:ps4; genero:estrategia ; Url:http://www.fastgames.com.br/armagallant-decks-of-destiny-ps4-pr-13259-187970.htm; Doc:100 ]
96.0 [Titulo:Troll and I ; Preco:R$ 233,91; plataforma:xbox one; genero:aventura ; Url:http://www.fastgames.com.br/troll-and-i-xbox-one-pr-13273-187970.htm; Doc:101 ]
97.0 [Titulo:Zero Escape: The Nonary Games ; Preco:R$ 197,91; plataforma:ps4; genero:rpg ; Url:http://www.fastgames.com.br/zero-escape-the-nonary-games-ps4-pr-13083-187970.htm; Doc:102 ]
98.0 [Titulo:Sniper Elite 4 ; Preco:R$ 193,41; plataforma:xbox one; genero:fps,tiro ; Url:http://www.fastgames.com.br/sniper-elite-4-xbox-one-pr-12167-187970.htm; Doc:103 ]
99.0 [Titulo:Has-Been Heroes; Preco:R$ 125,91; plataforma:ps4; genero:estrategia ; Url:http://www.fastgames.com.br/has-been-heroes-ps4-pr-13361-187970.htm; Doc:104 ]
100.0 [Titulo:SEGA 3D Classics Collection ; Preco:R$ 152,91; plataforma:3ds; genero:coletanea ; Url:http://www.fastgames.com.br/sega-3d-classics-collection-3ds-pr-11629-187970.htm; Doc:105 ]
101.0 [Titulo:Detroit: Become Human ; Preco:R$ 179,91; plataforma:ps4; genero:aventura ; Url:http://www.fastgames.com.br/detroit-become-human-pre-venda-ps4-pr-11733-187970.htm; Doc:106 ]
102.0 [Titulo:Spider-man; Preco:R$ 188,91; plataforma:ps4; genero:aventura ; Url:http://www.fastgames.com.br/spider-man-pre-venda-ps4-pr-11723-187970.htm; Doc:107 ]
103.0 [Titulo:Warhammer 40.000: Eternal Crusade ; Preco:R$ 197,91; plataforma:ps4; genero:acao ; Url:http://www.fastgames.com.br/warhammer-40-000-eternal-crusade-pre-venda-ps4-pr-11975-187970.htm; Doc:108 ]
104.0 [Titulo:Berserk and the Band of the Hawk ; Preco:R$ 247,41; plataforma:ps4; genero:acao ; Url:http://www.fastgames.com.br/berserk-and-the-band-of-the-hawk-ps4-pr-12767-187970.htm; Doc:109 ]
105.0 [Titulo:LEGO City Undercover ; Preco:R$ 125,91; plataforma:ps4; genero:aventura ; Url:http://www.fastgames.com.br/lego-city-undercover-ps4-pr-12613-187970.htm; Doc:110 ]
106.0 [Titulo:Batman: Arkham City ; Preco:R$ 35,91; plataforma:pc; genero:acao,aventura ; Url:http://www.fastgames.com.br/jogos-para-pc-ct-66-187970.htm; Doc:111 ]
107.0 [Titulo:Two Worlds: Epic Edition ; Preco:R$ 35,91; plataforma:pc; genero:rpg ; Url:http://www.fastgames.com.br/two-worlds-epic-edition-pc-pr-2757-187970.htm; Doc:112 ]
108.0 [Titulo:Order Up! ; Preco:R$ 53,91; plataforma:wii; genero:variados ; Url:http://www.fastgames.com.br/wii-ct-81-187970.htm; Doc:113 ]
109.0 [Titulo:Order Up! ; Preco:R$ 53,91; plataforma:wii; genero:variados ; Url:http://www.fastgames.com.br/order-up-seminovo-wii-pr-10981-187970.htm; Doc:114 ]
110.0 [Titulo:Pro Evolution Soccer (PES) 2011 ; Preco:R$ 26,91; plataforma:psp; genero:esporte ; Url:http://www.fastgames.com.br/psp-ct-45-187970.htm; Doc:115 ]
111.0 [Titulo:Pro Evolution Soccer (PES) 2011 ; Preco:R$ 26,91; plataforma:psp; genero:esporte ; Url:http://www.fastgames.com.br/pro-evolution-soccer-pes-2011-seminovo-psp-pr-2973-187970.htm; Doc:116 ]
112.0 [Titulo:Disney Magical World 2 ; Preco:R$ 71,91; plataforma:3ds; genero:aventura ; Url:http://www.fastgames.com.br/ds--3ds-ct-46-187970.htm; Doc:117 ]
113.0 [Titulo:Warhammer: End Times Vermintide ; Preco:R$ 116,91; plataforma:ps4; genero:acao ; Url:http://www.fastgames.com.br/warhammer-end-times-vermintide-ps4-pr-12267-187970.htm; Doc:119 ]
114.0 [Titulo:Call of Duty: WWII ; Preco:R$ 179,91; plataforma:xbox one; genero:fps,tiro ; Url:http://www.fastgames.com.br/call-of-duty-wwii-pre-venda-xbox-one-pr-13353-187970.htm; Doc:120 ]
115.0 [Titulo:Sonic Boom: Fire & Ice ; Preco:R$ 116,91; plataforma:3ds; genero:aventura ; Url:http://www.fastgames.com.br/sonic-boom-fire-ice-3ds-pr-12207-187970.htm; Doc:121 ]
116.0 [Titulo:The Walking Dead: A New Frontier ; Preco:R$ 80,91; plataforma:xbox one; genero:aventura ; Url:http://www.fastgames.com.br/the-walking-dead-a-new-frontier-xbox-one-pr-12691-187970.htm; Doc:122 ]
117.0 [Titulo:Naruto Shippuden: Ultimate Ninja Storm 4 Road to Boruto ; Preco:R$ 170,91; plataforma:xbox one; genero:luta ; Url:http://www.fastgames.com.br/naruto-shippuden-ultimate-ninja-storm-4-road-to-boruto-xbox-one-pr-12577-187970.htm; Doc:123 ]
118.0 [Titulo:Dragon Quest Heroes 2 ; Preco:R$ 206,91; plataforma:ps4; genero:rpg ; Url:http://www.fastgames.com.br/dragon-quest-heroes-2-ps4-pr-12603-187970.htm; Doc:124 ]
119.0 [Titulo:Atelier Firis: The Alchemist and the Mysterious Journey ; Preco:R$ 256,41; plataforma:ps4; genero:rpg ; Url:http://www.fastgames.com.br/atelier-firis-the-alchemist-and-the-mysterious-journey-ps4-pr-13099-187970.htm; Doc:125 ]
